"Dish ID
[001]","Dish URL
[002]","Category
[003]","Dish Name
[004]","Sub-Recipe ID
[005]","Sub-Recipe Name (Live Sync)
[006]","Per Portion
[007]","Unit
[008]",Price
333,,,,1363,Mexican Black Beans,50,gr,
333,,,,278,Housemade Vegan Feta,3,gr,
333,,,,2712,2 oz Chipotle Aoli,1,un,
183,https://eatbetterday.ca/admin/meals/183,Veg,Finger Lickin' Chick'n Bowl,,,,,$15.99
183,,,,1080,Kale Potatoes,150,gr,
183,,,,2722,Green Bean + Pepper Veg Mix,150,gr,
183,,,,2024,KFC Soy Curls (Oven F),70,gr,
183,,,,2671,2 oz Canes Sauce Sauce,1,un,
332,https://eatbetterday.ca/admin/meals/332,Meat,Finger Lickin' Chicken Bowl,,,,,$16.99
332,,,,1080,Kale Potatoes,150,gr,
332,,,,2722,Green Bean + Pepper Veg Mix,150,gr,
332,,,,2513,Sliced KFC Chicken Breasts,70,gr,
332,,,,2671,2 oz Canes Sauce Sauce,1,un,
252,https://eatbetterday.ca/admin/meals/252,Veg,Green Goddess Penne,,,,,$15.99
252,,,,1902,Spin Dip Pasta Mix,400,gr,
252,,,,278,Housemade Vegan Feta,15,gr,
252,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
252,,,,2753,1oz Vegan Parm Portioned,1,un,
328,https://eatbetterday.ca/admin/meals/328,Meat,Gringos Beef Chili Con Queso,,,,,$16.99
328,,,,2187,Mexican Beef Chili,350,gr,
328,,,,1080,Kale Potatoes,100,gr,
328,,,,2315,old Pickled Red Onions,20,gr,
328,,,,1650,Cashew Queso,19,gr,
328,,,,244,Round Cut Green Onion,10,gr,
162,https://eatbetterday.ca/admin/meals/162,Veg,Gringos Chili Con Queso,,,,,$15.99
162,,,,1390,Mexican Chili,350,gr,
162,,,,1080,Kale Potatoes,100,gr,
162,,,,1650,Cashew Queso,20,gr,
162,,,,2315,old Pickled Red Onions,20,gr,
162,,,,244,Round Cut Green Onion,10,gr,
410,https://eatbetterday.ca/admin/meals/410,Veg,Herb Roasted Chick'n Alfredo,,,,,$15.99
410,,,,895,Cashew Alfredo Sauce,200,gr,
410,,,,1546,Cooked Penne Pasta,190,gr,
410,,,,1548,Greek Soy Curls,60,gr,
410,,,,475,Baby Arugula #1281805,4,gr,
489,https://eatbetterday.ca/admin/meals/489,Meat,Maple Menagerie Salmon Harvest,,,,,$16.99
489,,,,2694,HF Salmon Veg Mix,160,gr,
489,,,,2692,HF Lemon Herb Rice,140,gr,
489,,,,2697,Cooked Maple Miso Salmon,1,un,
489,,,,2726,Maple Miso Sauce 2oz Cup,1,un,
458,https://eatbetterday.ca/admin/meals/458,*Breakie,Mediterranean Omelette,,,,,
458,,,,2557,Sundried Bacon Omelette Mix,90,gr,
458,,,,2361,Steamed Omelettes,1,un,
458,,,,2565,1oz Breakfast Pesto Sauce Portioned,1,un,
148,https://eatbetterday.ca/admin/meals/148,Veg,Peanut Paradise Yellow Thai Curry,,,,,$15.99
148,,,,1575,Yellow Thai Peanut Curry,310,gr,
148,,,,1230,Air Dried Shredded Kale,5,gr,
148,,,,304,Sesame Seed Mix,2,gr,
148,,,,178,1oz Peanut Cup Portioned,1,un,
148,,,,620,Sticky Rice Balls,1,un,
413,https://eatbetterday.ca/admin/meals/413,Veg,Santa Fe Sunset Chick'n Salad,,,,,$15.99
413,,,,965,Oven Baked Tri Colored Quinoa,110,gr,
413,,,,1623,Blackened Soy Curl,70,gr,
413,,,,2032,Santa Salad Base,60,gr,
413,,,,2034,Diced Pepper Mix for Salad,50,gr,
413,,,,2033,Corn + Tomato Garnish,45,gr,
413,,,,2537,2.5oz Portioned Santa Fe Dressing,1,un,
413,,,,2558,2 oz Crumbled Tortilla Chips Cup,1,un,
407,https://eatbetterday.ca/admin/meals/407,Meat,Santa Fe Sunset Chicken Salad,,,,,$16.99
407,,,,965,Oven Baked Tri Colored Quinoa,110,gr,
407,,,,2032,Santa Salad Base,60,gr,
407,,,,2034,Diced Pepper Mix for Salad,50,gr,
407,,,,2033,Corn + Tomato Garnish,45,gr,
407,,,,2341,Sliced Seasoned Chicken,1,un,
407,,,,2537,2.5oz Portioned Santa Fe Dressing,1,un,
407,,,,2558,2 oz Crumbled Tortilla Chips Cup,1,un,
363,https://eatbetterday.ca/admin/meals/363,*Breakie,Sausage & Swiss Melt,,,,,
363,,,,1993,Zippy Breakfast Sandwich Sauce (Brk+Sides),25,gr,
363,,,,2334,Steamed Fried Egg (Brk + Side F),1,un,
363,,,,2335,Cooked Pork Sausage Patties (Brk + Sides F),1,un,
363,,,,2340,Sliced Swiss Cheese,1,un,
363,,,,2476,Defrost Ace Brioche Buns (Brk+Sides F),1,un,
401,https://eatbetterday.ca/admin/meals/401,Veg,Tempeh Twist Bolognese,,,,,$15.99
401,,,,2900,Tempeh Bolognese,270,gr,
401,,,,9,Cooked Spaghetti,160,gr,
401,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
505,https://eatbetterday.ca/admin/meals/505,Bulk Prep,Grocery Viet Chicken,,,,,
505,,,,2750,Grocery Diced Viet Chicken Breast,1,un,
505,,,,2751,Grocery Sliced Viet Chicken Breast,1,un,
474,https://eatbetterday.ca/admin/meals/474,Meat,Curry Club Butter Chicken,,,,,$16.99
474,,,,2079,Butter Chicken Curry (Pro F),300,gr,
474,,,,1599,Butter Chix Rice (Oven F),140,gr,
474,,,,2778,Dice+ Portioned Curry Chicken,70,gr,
474,,,,1571,Savory Tofu Yogurt Drizzle,8,gr,
1,https://eatbetterday.ca/admin/meals/1,Veg,Curry Club Butt’r Tofu,,,,,$15.99
1,,,,1615,Vegan Butter Chickn Curry,310,gr,
1,,,,1599,Butter Chix Rice (Oven F),140,gr,
1,,,,1571,Savory Tofu Yogurt Drizzle,8,gr,
273,https://eatbetterday.ca/admin/meals/273,Veg,Flaky-Five Samosa Platter,,,,,$15.99
273,,,,1994,Carrot + Cabbage Salad,95,gr,
273,,,,2017,Raisin And Cashew Topping,25,gr,
273,,,,2311,Baked Mini Samosas,5,un,
273,,,,2759,2 oz Mango Chutney,1,un,
273,,,,2763,2 oz Curry Salad Dressing,1,un,
344,https://eatbetterday.ca/admin/meals/344,Veg,Go-Go Gochujang Udon,,,,,$15.99
344,,,,2263,Gochujang Glazed Noodles,200,gr,
344,,,,2552,Gochu Udon Veg,95,gr,
344,,,,2264,Gochujang Glazed Tempeh,90,gr,
344,,,,1452,Rough Chopped Cashew Butts,10,gr,
344,,,,244,Round Cut Green Onion,8,gr,
344,,,,304,Sesame Seed Mix,2,gr,
344,,,,2774,2 oz Gochujang Glaze Sauce,1,un,
50,https://eatbetterday.ca/admin/meals/50,Veg,Gobi Glaze Mongolian B’eef,,,,,$15.99
50,,,,774,Vegan Mongolian+ Vegetable (Sauce F),250,gr,
50,,,,1469,Steamed Broccoli,70,gr,
50,,,,244,Round Cut Green Onion,5,gr,
50,,,,304,Sesame Seed Mix,3,gr,
50,,,,620,Sticky Rice Balls,1,un,
453,https://eatbetterday.ca/admin/meals/453,Veg,Hulk & Harvest Veggie Power Bowl,,,,,$15.99
453,,,,2281,Hulk Veg + Grains Mix,150,gr,
453,,,,1403,Greek Sautee Soy Curl (Oven T),70,gr,
453,,,,134,Fresh Baby Spinach,40,gr,
453,,,,2315,old Pickled Red Onions,20,gr,
453,,,,278,Housemade Vegan Feta,15,gr,
453,,,,2527,2.5 oz Hulk Dressing Portioned,1,un,
453,,,,2532,1oz Salad Seed Topper,1,un,
498,https://eatbetterday.ca/admin/meals/498,Meat,Keepin' It Irie Jamaican Chicken Curry,,,,,$16.99
498,,,,2700,HF Jamaican Lentil Curry + Veg,340,gr,
498,,,,2720,Diced Jerk Chicken,70,gr,
498,,,,2719,HF Kale + Pepper Garnish,45,gr,
196,https://eatbetterday.ca/admin/meals/196,Veg,Opa-Licious Chick'n Souvlaki,,,,,$15.99
196,,,,1863,Roasted Balsamic Veg Mix,140,gr,
196,,,,1853,Lemon Spiced Dill Rice,100,gr,
196,,,,1403,Greek Sautee Soy Curl (Oven T),70,gr,
196,,,,278,Housemade Vegan Feta,10,gr,
196,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
196,,,,2523,2 oz Tzatziki Sauce,1,un,
429,https://eatbetterday.ca/admin/meals/429,Meat,Roma Rollup Stuffed Cannelloni,,,,,$16.99
429,,,,2481,Cannelloni Roasted Veg,200,gr,
429,,,,1822,"Stanislaus, Tomato Sauce In Bin",100,gr,
429,,,,2348,Shredded Parmesan Cheese #1004751,10,gr,
429,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
429,,,,2483,Steamed Cannelloni,2,un,
409,https://eatbetterday.ca/admin/meals/409,Veg,Saddle Up Black Bean Burger Bowl,,,,,$15.99
409,,,,1967,Universal Roasted Potatoes,110,gr,
409,,,,607,Burger Topping Salsa,55,gr,
409,,,,695,Burger Slaw,50,gr,
409,,,,1918,Vegan Baked Burger Balls,1,un,
409,,,,2640,2 oz Best Vegan Big Mac Sauce,1,un,
382,https://eatbetterday.ca/admin/meals/382,Meat,Saddle Up Burger Bowl,,,,,$16.99
382,,,,1967,Universal Roasted Potatoes,110,gr,
382,,,,607,Burger Topping Salsa,55,gr,
382,,,,695,Burger Slaw,50,gr,
382,,,,2640,2 oz Best Vegan Big Mac Sauce,1,un,
382,,,,2893,Cooked Beef Burger Patties,1,un,
462,https://eatbetterday.ca/admin/meals/462,Veg,Spice Trail Moroccan Chick'n,,,,,$15.99
462,,,,1893,New Morocan Couscous Salad,330,gr,
462,,,,2572,Sautee Moroccan Soy Curls,70,gr,
462,,,,278,Housemade Vegan Feta,10,gr,
462,,,,475,Baby Arugula #1281805,8,gr,
462,,,,2566,2 oz Moroccan Herb Vin,1,un,
362,https://eatbetterday.ca/admin/meals/362,Meat,Spice Trail Moroccan Chicken,,,,,$16.99
362,,,,1893,New Morocan Couscous Salad,330,gr,
362,,,,278,Housemade Vegan Feta,10,gr,
362,,,,475,Baby Arugula #1281805,8,gr,
362,,,,2551,Sliced Moroccan Chicken Full Breast,1,un,
362,,,,2566,2 oz Moroccan Herb Vin,1,un,
330,https://eatbetterday.ca/admin/meals/330,Meat,Sweet Heat Jamaican Jerk Chicken,,,,,$16.99
330,,,,2014,Roasted Jerk Veg (Oven T),140,gr,
330,,,,2019,Black Beans and Rice (Oven T),140,gr,
330,,,,1206,Mango Salsa (Oven T),90,gr,
330,,,,2205,Sliced + Portioned Jerk Chicken,70,gr,
422,https://eatbetterday.ca/admin/meals/422,Veg,Sweet Heat Jamaican Jerk Tempeh,,,,,$15.99
422,,,,2014,Roasted Jerk Veg (Oven T),140,gr,
422,,,,2019,Black Beans and Rice (Oven T),140,gr,
422,,,,1206,Mango Salsa (Oven T),90,gr,
422,,,,2011,Seared Jerk Tempeh,80,gr,
402,https://eatbetterday.ca/admin/meals/402,Veg,Thai Mango Crunch Power Bowl,,,,,$15.99
402,,,,1365,Red Quinoa Mix,140,gr,
402,,,,1364,Rainbow Slaw,100,gr,
402,,,,177,Prepped Edamame Beans,70,gr,
402,,,,1435,Rough Chop Mango,60,gr,
402,,,,178,1oz Peanut Cup Portioned,1,gr,
402,,,,2642,2.5oz Thai Peanut Sauce,1,un,
478,https://eatbetterday.ca/admin/meals/478,Meat,The Corn Star Cajun Chicken,,,,,$16.99
478,,,,2633,HF Grilled Corn Salad,160,gr,
478,,,,2635,HF Kale + Cabbage Potato Mix,145,gr,
478,,,,2353,#2353 (1354946) - President Crumbled Dairy Feta,10,gr,
478,,,,2638,Sliced Cajun Chicken,1,un,
478,,,,2755,2 oz Herb Citrus Aioli,1,un,
499,https://eatbetterday.ca/admin/meals/499,Bulk Prep,Grocery Donair Beef,,,,,
499,,,,2752,Grocery Spiced Cooked Donair Meat,75,gr,
461,https://eatbetterday.ca/admin/meals/461,Meat,Backroads Honey Glazed Ham,,,,,$16.99
461,,,,1456,BBQ Spice Roasted Potatoes (Oven T),200,gr,
461,,,,2043,Steamed Whole Green Beans,100,gr,
461,,,,2569,Parm + Almond Garnish,16,gr,
461,,,,1597,Rough Chopped Parsley For Garnish,3,gr,
461,,,,2568,Sliced Glazed Ham (Pro F),1,un,
461,,,,2576,2 oz Honey Mustard,1,un,
99,https://eatbetterday.ca/admin/meals/99,Meat,Dill With It Chicken Stroganoff,,,,,$16.99
99,,,,1018,Stroganoff Sauce,215,gr,
99,,,,1892,Cooked Reg Rotini,185,gr,
99,,,,2399,Sliced Italian Chicken Breasts,70,gr,
99,,,,1038,Sour Cream Drizzle,25,gr,
99,,,,1036,Minced Dill+ Parsley,2,gr,
473,https://eatbetterday.ca/admin/meals/473,Veg,Dill With It Mushroom Stroganoff,,,,,$15.99
473,,,,1018,Stroganoff Sauce,215,gr,
473,,,,1892,Cooked Reg Rotini,185,gr,
473,,,,1038,Sour Cream Drizzle,25,gr,
473,,,,1036,Minced Dill+ Parsley,2,gr,
30,https://eatbetterday.ca/admin/meals/30,Veg,Falafel Fusion Power Bowl,,,,,$15.99
30,,,,1802,Falafel Chopped Veggie Salad,120,gr,
30,,,,224,Beet Hummus,100,gr,
30,,,,301,#301 (1376005) - Spring Mix,40,gr,
30,,,,278,Housemade Vegan Feta,5,gr,
30,,,,1801,De-frost Falafel,2,un,
30,,,,2523,2 oz Tzatziki Sauce,1,un,
327,https://eatbetterday.ca/admin/meals/327,Meat,Flamin' Chicken Power Bowl,,,,,$16.99
327,,,,1380,Roasted Everything Potatoes,130,gr,
327,,,,75,Pad Thai Pepper Slaw,75,gr,
327,,,,2539,Seasoned Buffalo Chicken Breast,70,gr,
327,,,,278,Housemade Vegan Feta,5,gr,
327,,,,1597,Rough Chopped Parsley For Garnish,1,gr,
327,,,,2532,1oz Salad Seed Topper,1,un,
327,,,,2536,2 oz Ranch Sauce,1,un,
146,https://eatbetterday.ca/admin/meals/146,Veg,Flamin' Floret Power Bowl,,,,,$15.99
146,,,,1380,Roasted Everything Potatoes,130,gr,
146,,,,1525,Buffalo Cauliflower,90,gr,
146,,,,75,Pad Thai Pepper Slaw,75,gr,
146,,,,278,Housemade Vegan Feta,5,gr,
146,,,,1489,Spicy Tag for Dislikes,1,un,
146,,,,1597,Rough Chopped Parsley For Garnish,1,gr,
146,,,,2532,1oz Salad Seed Topper,1,un,
146,,,,2536,2 oz Ranch Sauce,1,un,
302,https://eatbetterday.ca/admin/meals/302,Meat,Gaucho Grill Chimichurri Sirloin,,,,,$16.99
302,,,,2039,Garlic Yam Mash,175,gr,
302,,,,2850,Slice Sirloin Steaks,100,gr,
302,,,,2043,Steamed Whole Green Beans,90,gr,
302,,,,2091,Gordon Pre-made Chimi Churri,20,gr,
302,,,,1597,Rough Chopped Parsley For Garnish,3,gr,
424,https://eatbetterday.ca/admin/meals/424,Veg,Get Rooted Power Bowl,,,,,$15.99
424,,,,1608,Lemon Quinoa,130,gr,
424,,,,224,Beet Hummus,75,gr,
424,,,,369,Mixed Green + Kale Salad,40,gr,
424,,,,129,Sliced Cucumbers,35,gr,
424,,,,2315,old Pickled Red Onions,25,gr,
424,,,,278,Housemade Vegan Feta,10,gr,
424,,,,2543,1oz Spiced Seed Topper,1,un,
424,,,,2643,2.5oz Rosemary Tahini Sauce,1,un,
423,https://eatbetterday.ca/admin/meals/423,Veg,Golden Hour Cashew Curry,,,,,$15.99
423,,,,240,Golden Soul Curry (Sauce T),380,gr,
423,,,,1116,Yam + Kale Mix,75,gr,
423,,,,1126,Roasted Cashew,15,gr,
518,https://eatbetterday.ca/admin/meals/518,Meat,Monkey Business Prawn Khao Soi,,,,,$16.99
518,,,,2579,Khao Soi Curry + Veg,290,gr,
518,,,,540,Turmeric Medium Rice Noodles,110,gr,
518,,,,2072,Thai Steamed Prawns,70,gr,
518,,,,2315,old Pickled Red Onions,20,gr,
518,,,,1769,Sesame Seed Mix,2,gr,
465,https://eatbetterday.ca/admin/meals/465,Veg,Monkey Business Tempeh Khao Soi,,,,,$15.99
465,,,,2579,Khao Soi Curry + Veg,290,gr,
465,,,,540,Turmeric Medium Rice Noodles,110,gr,
465,,,,2581,Roasted Asian Glazed Tempeh,85,gr,
465,,,,2315,old Pickled Red Onions,20,gr,
465,,,,1769,Sesame Seed Mix,2,gr,
520,https://eatbetterday.ca/admin/meals/520,Meat,Peanut Paradise Yellow Thai Chicken Curry,,,,,$16.99
520,,,,1575,Yellow Thai Peanut Curry,250,gr,
520,,,,2467,Diced Viet Chicken Breast For Grams,70,gr,
520,,,,1230,Air Dried Shredded Kale,5,gr,
520,,,,304,Sesame Seed Mix,3,gr,
520,,,,178,1oz Peanut Cup Portioned,1,un,
520,,,,620,Sticky Rice Balls,1,un,
388,https://eatbetterday.ca/admin/meals/388,Meat,Pesto Party Chicken Rotini,,,,,$16.99
388,,,,594,Pesto Rotini,350,gr,
388,,,,2399,Sliced Italian Chicken Breasts,70,gr,
388,,,,278,Housemade Vegan Feta,18,gr,
388,,,,463,Kale + Arugula Blend,7,gr,
55,https://eatbetterday.ca/admin/meals/55,Veg,Pesto Party Rotini,,,,,$15.99
55,,,,594,Pesto Rotini,400,gr,
55,,,,278,Housemade Vegan Feta,18,gr,
55,,,,463,Kale + Arugula Blend,7,gr,
487,https://eatbetterday.ca/admin/meals/487,Veg,Ruby Pistachio Power Bowl,,,,,$15.99
487,,,,489,Quinoa + Beet,215,gr,
487,,,,650,Edamame + Zuch Mix,110,gr,
487,,,,421,House Mixed Greens Salad,52,gr,
487,,,,278,Housemade Vegan Feta,10,gr,
487,,,,2547,2.5oz Lemon Mint Vinaigrette,1,un,
487,,,,2820,1 oz Pumpkin And Pistachio Mix,1,un,
455,https://eatbetterday.ca/admin/meals/455,Veg,Seoul-ful Korean Chick'n BBQ,,,,,$15.99
455,,,,2492,Seasoned Brown Rice,150,gr,
455,,,,1440,Bulgogi Sautee Soy Curls,70,gr,
455,,,,830,Soy Garlic Mushrooms,45,gr,
455,,,,823,Pickled Carrot,40,gr,
455,,,,2132,Steamed Spinach,35,gr,
455,,,,304,Sesame Seed Mix,3,gr,
455,,,,2529,2 oz Spicy Mayo (Packing W)a,1,un,
136,https://eatbetterday.ca/admin/meals/136,Veg,Tuscan Blush Chick'n Primavera,,,,,$15.99
136,,,,1354,Creamy Vegan Rose Sauce,160,gr,
136,,,,1892,Cooked Reg Rotini,155,gr,
136,,,,2873,Italian Zuks + Peppers,76,gr,
136,,,,1403,Greek Sautee Soy Curl (Oven T),70,gr,
136,,,,278,Housemade Vegan Feta,8,gr,
136,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
393,https://eatbetterday.ca/admin/meals/393,Meat,Tuscan Blush Prawn Primavera,,,,,$16.99
393,,,,1354,Creamy Vegan Rose Sauce,160,gr,
393,,,,1892,Cooked Reg Rotini,155,gr,
393,,,,2873,Italian Zuks + Peppers,76,gr,
393,,,,2450,Garlic Steamed Prawns (Pro F),70,gr,
393,,,,278,Housemade Vegan Feta,8,gr,
393,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
282,https://eatbetterday.ca/admin/meals/282,Veg,Wok n' Roll Ginger B'eef,,,,,$15.99
282,,,,2473,Ginger Beef Soy Curls,220,gr,
282,,,,1225,Rainbow Veggie Rice,210,gr,
282,,,,1751,Carrot + Green Onion Garnish,15,gr,
282,,,,304,Sesame Seed Mix,3,gr,
381,https://eatbetterday.ca/admin/meals/381,Meat,Zesty Chorizo Burrito Bowl,,,,,$16.99
381,,,,2081,Burrito Bowl Rice,165,gr,
381,,,,2471,Cooked Chorizo,80,gr,
381,,,,1367,Fiesta Burrito Slaw,65,gr,
381,,,,2558,2 oz Crumbled Tortilla Chips Cup,1,un,
381,,,,2562,2.5oz Verde Dressing,1,un,
287,https://eatbetterday.ca/admin/meals/287,Veg,Zesty Verde Burrito Bowl,,,,,$15.99
287,,,,2081,Burrito Bowl Rice,165,gr,
287,,,,684,Burrito Crumble (Sauce F),90,gr,
287,,,,1367,Fiesta Burrito Slaw,65,gr,
287,,,,2558,2 oz Crumbled Tortilla Chips Cup,1,un,
287,,,,2562,2.5oz Verde Dressing,1,un,
500,https://eatbetterday.ca/admin/meals/500,Bulk Sauce,Pad Thai Sauce,,,,,
500,,,,2623,2.5 oz Pad Thai,1,un,
358,https://eatbetterday.ca/admin/meals/358,Meat,BBQ Pulled Pork Mac Attack,,,,,$16.99
358,,,,2235,Mac N' Cheese,350,gr,
358,,,,2714,BBQ Pulled Pork,80,gr,
358,,,,1953,Sauted Onions and Peppers,50,gr,
358,,,,244,Round Cut Green Onion,5,gr,
37,https://eatbetterday.ca/admin/meals/37,Veg,California Roll Sushi Bowl,,,,,$15.99
37,,,,1155,Brown Sushi Rice,130,gr,
37,,,,310,Spicy Sushi Crab Mix,70,gr,
37,,,,536,Sprout Tri-color Slaw (Veg T),65,gr,
37,,,,129,Sliced Cucumbers,35,gr,
37,,,,555,Prepped Pickled Ginger (Veg T),20,gr,
37,,,,304,Sesame Seed Mix,2,gr,
37,,,,2895,2 oz Sriracha Aioli,1,un,
309,https://eatbetterday.ca/admin/meals/309,Meat,K-Pop Beef Glass Noodles,,,,,$16.99
309,,,,1441,Sauced Yam Noodles,180,gr,
309,,,,786,Japchae Sautee Mixed Veg,120,gr,
309,,,,2127,Sauteed Bulgogi Beef,70,gr,
309,,,,541,Prepped Spinach,15,gr,
309,,,,244,Round Cut Green Onion,5,gr,
309,,,,304,Sesame Seed Mix,3,gr,
180,https://eatbetterday.ca/admin/meals/180,Veg,K-Pop Veggie Glass Noodles,,,,,$15.99
180,,,,1441,Sauced Yam Noodles,180,gr,
180,,,,786,Japchae Sautee Mixed Veg,120,gr,
180,,,,1440,Bulgogi Sautee Soy Curls,100,gr,
180,,,,541,Prepped Spinach,15,gr,
180,,,,244,Round Cut Green Onion,5,gr,
180,,,,304,Sesame Seed Mix,3,gr,
508,https://eatbetterday.ca/admin/meals/508,Meat,Mama Mia Meatball Orzo,,,,,$16.99
508,,,,2748,Minestrone,230,gr,
508,,,,2222,Cooked Orzo Pasta,110,gr,
508,,,,2348,Shredded Parmesan Cheese #1004751,4,gr,
508,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
508,,,,2875,Cooked Italian Turkey Meatballs,2,un,
486,https://eatbetterday.ca/admin/meals/486,Veg,Smoky BBQ Mac Attack,,,,,$15.99
486,,,,2235,Mac N' Cheese,350,gr,
486,,,,1955,BBQ Glazed Soy Curls,80,gr,
486,,,,1953,Sauted Onions and Peppers,50,gr,
486,,,,244,Round Cut Green Onion,5,gr,
278,https://eatbetterday.ca/admin/meals/278,Veg,Steak Your Claim,,,,,$15.99
278,,,,2713,Steamed Garlic Yam Mash,165,gr,
278,,,,2045,Steak Veg Mix,110,gr,
278,,,,2173,Peppercorn Stroganoff Sauce 2.0,75,gr,
278,,,,1597,Rough Chopped Parsley For Garnish,3,gr,
278,,,,2047,Seared Tofu Steak,1,un,
414,https://eatbetterday.ca/admin/meals/414,Meat,Vietnamese Shrimp Salad Roll Remix,,,,,$16.99
414,,,,2497,Cooked Small Rice Noodles,160,gr,
414,,,,1638,Salad Roll Veg Base (Veg F),60,gr,
414,,,,2072,Thai Steamed Prawns,60,gr,
414,,,,129,Sliced Cucumbers,35,gr,
414,,,,823,Pickled Carrot,25,gr,
414,,,,244,Round Cut Green Onion,3,gr,
414,,,,178,1oz Peanut Cup Portioned,1,gr,
414,,,,2906,2.5 oz Ginger Lime Vinaigrette,1,un,
481,https://eatbetterday.ca/admin/meals/481,Veg,Vietnamese Tofu Salad Roll Remix,,,,,$15.99
481,,,,2497,Cooked Small Rice Noodles,160,gr,
481,,,,1638,Salad Roll Veg Base (Veg F),60,gr,
481,,,,129,Sliced Cucumbers,35,gr,
481,,,,823,Pickled Carrot,25,gr,
481,,,,1860,Sriracha Hoisin Glazed Tofu Puffs,7,un,
481,,,,244,Round Cut Green Onion,3,gr,
481,,,,178,1oz Peanut Cup Portioned,1,gr,
481,,,,2906,2.5 oz Ginger Lime Vinaigrette,1,un,
516,https://eatbetterday.ca/admin/meals/516,Meat,Winter Berry Power Bowl,,,,,$16.99
516,,,,2787,HF Winter Grains Mix,130,gr,
516,,,,2786,HF Winter Veg Mix,90,gr,
516,,,,301,#301 (1376005) - Spring Mix,60,gr,
516,,,,2327,Crumbled Feta,10,gr,
516,,,,2784,HF Sliced Lemon Pepper Full Breast,1,un,
516,,,,2785,HF 2.5oz Blueb. Poppy Vin Portioned,1,un,
516,,,,2814,1 oz Portioned Candied Pecans,1,un,
526,https://eatbetterday.ca/admin/meals/526,Meat,Zesty Zaatar Kofta Mezze,,,,,$16.99
526,,,,2837,HF Med Orzo Salad,195,gr,
526,,,,224,Beet Hummus,60,gr,
526,,,,2839,HF Med Greens Blend,30,gr,
526,,,,2315,old Pickled Red Onions,15,gr,
526,,,,2353,#2353 (1354946) - President Crumbled Dairy Feta,5,gr,
526,,,,2841,HF Cooked Turkey Kofta Balls,2,un,
526,,,,2840,2.5 oz Portioned Med Yogurt Sauce,1,un,
499,,,,1225,Rainbow Veggie Rice,210,gr,
499,,,,1751,Carrot + Green Onion Garnish,15,gr,
499,,,,304,Sesame Seed Mix,3,gr,
391,https://eatbetterday.ca/admin/meals/391,Meat,Golden Hour Chicken & Cashew Curry,,,,,$16.99
391,,,,240,Golden Soul Curry (Sauce T),320,gr,
391,,,,1116,Yam + Kale Mix,75,gr,
391,,,,2778,Dice+ Portioned Curry Chicken,70,gr,
391,,,,1126,Roasted Cashew,15,gr,
527,https://eatbetterday.ca/admin/meals/527,Meat,Grand Bazaar Turkish Pasta,,,,,$16.99
527,,,,2856,Turkish Sauced Rotini,265,gr,
527,,,,2855,Mediterranean Veg Medley,100,gr,
527,,,,2852,Cooked Cumin Ground Turkey,80,gr,
527,,,,2602,Halved Cherry Tomatoes,30,gr,
527,,,,1597,Rough Chopped Parsley For Garnish,2,gr,
457,https://eatbetterday.ca/admin/meals/457,Meat,Hot Dang Hoisin Beef Udon,,,,,$16.99
457,,,,1436,Saucy Udon Noodles,190,gr,
457,,,,885,Udon Veg (Veg F),90,gr,
457,,,,874,Hoisin Beef Crumble,80,gr,
457,,,,304,Sesame Seed Mix,3,gr,
457,,,,2548,2 oz Udon Peanut Sauce,1,un,
87,https://eatbetterday.ca/admin/meals/87,Veg,Hot Dang Veggie Hoisin Udon,,,,,$15.99
87,,,,1436,Saucy Udon Noodles,190,gr,
87,,,,885,Udon Veg (Veg F),90,gr,
87,,,,2546,Hoisin Soy Crumble,75,gr,
87,,,,304,Sesame Seed Mix,3,gr,
87,,,,2548,2 oz Udon Peanut Sauce,1,un,
441,https://eatbetterday.ca/admin/meals/441,Veg,Miso Hungry Buddha Bowl,,,,,$15.99
441,,,,965,Oven Baked Tri Colored Quinoa,130,gr,
441,,,,1935,Universal Medium Diced Roasted Yam,120,gr,
441,,,,1211,Drained Mandarin Oranges,55,gr,
441,,,,2253,Half-Moon Cut Seared Zucchini,55,gr,
441,,,,1388,Arugula Mixed Greens Salad,50,gr,
441,,,,278,Housemade Vegan Feta,5,gr,
441,,,,2543,1oz Spiced Seed Topper,1,un,
441,,,,2674,2.5 oz Orange Miso Dressing,1,un,
488,https://eatbetterday.ca/admin/meals/488,Meat,Ruby Pistachio & Chicken Power Bowl,,,,,$16.99
488,,,,489,Quinoa + Beet,215,gr,
488,,,,650,Edamame + Zuch Mix,70,gr,
488,,,,421,House Mixed Greens Salad,52,gr,
488,,,,278,Housemade Vegan Feta,10,gr,
488,,,,2341,Sliced Seasoned Chicken,1,un,
488,,,,2547,2.5oz Lemon Mint Vinaigrette,1,un,
488,,,,2820,1 oz Pumpkin And Pistachio Mix,1,un,
138,https://eatbetterday.ca/admin/meals/138,Veg,Sizzlin' Veggie Fajita Fiesta,,,,,$15.99
138,,,,1584,Roasted Fajita Veg,150,gr,
